index,OGDomain,IPAddr,City,State,Country
498,amazon.com,199.232.37.16,New York City, New York,US
499,amazon.com,199.232.37.16,New York City, New York,US
500,amazon.com,23.44.133.144,Piscataway, New Jersey,US
501,amazon.com,18.238.76.234,South Ozone Park, New York,US
502,amazon.com,54.86.195.215,Ashburn, Virginia,US
503,amazon.com,18.238.45.222,South Ozone Park, New York,US
504,amazon.com,23.44.133.144,Piscataway, New Jersey,US
505,amazon.com,18.164.95.4,New York City, New York,US
506,amazon.com,23.44.133.153,Piscataway, New Jersey,US
507,amazon.com,23.44.133.144,Piscataway, New Jersey,US
508,amazon.com,108.139.35.180,New York City, New York,US
509,amazon.com,108.138.110.85,New York City, New York,US
510,amazon.com,23.44.133.144,Piscataway, New Jersey,US
511,amazon.com,23.44.133.153,Piscataway, New Jersey,US
512,amazon.com,18.164.95.4,New York City, New York,US
513,amazon.com,108.138.110.85,New York City, New York,US
514,amazon.com,108.139.35.180,New York City, New York,US
515,amazon.com,23.44.133.144,Piscataway, New Jersey,US
516,amazon.com,3.217.185.126,Ashburn, Virginia,US
517,amazon.com,23.44.133.153,Piscataway, New Jersey,US
518,amazon.com,23.44.133.144,Piscataway, New Jersey,US
519,amazon.com,108.139.54.203,New York City, New York,US
520,amazon.com,18.238.45.222,South Ozone Park, New York,US
521,amazon.com,52.46.132.114,Ashburn, Virginia,US
522,amazon.com,108.139.35.180,New York City, New York,US
523,amazon.com,108.139.35.180,New York City, New York,US
524,amazon.com,54.239.28.85,Ashburn, Virginia,US
525,amazon.com,18.164.132.134,New York City, New York,US
526,amazon.com,23.22.102.81,Ashburn, Virginia,US
527,amazon.com,108.139.54.203,New York City, New York,US
528,amazon.com,108.139.35.180,New York City, New York,US
529,amazon.com,23.44.133.153,Piscataway, New Jersey,US
530,amazon.com,199.232.37.16,New York City, New York,US
531,amazon.com,23.44.133.153,Piscataway, New Jersey,US
532,amazon.com,108.139.35.180,New York City, New York,US
533,amazon.com,18.238.45.222,South Ozone Park, New York,US
534,amazon.com,108.139.54.203,New York City, New York,US
535,amazon.com,108.139.54.203,New York City, New York,US
536,amazon.com,23.44.133.153,Piscataway, New Jersey,US
537,amazon.com,23.44.133.144,Piscataway, New Jersey,US
538,amazon.com,23.44.133.153,Piscataway, New Jersey,US
539,amazon.com,108.139.35.180,New York City, New York,US
540,amazon.com,108.139.54.203,New York City, New York,US
541,amazon.com,199.232.37.16,New York City, New York,US
542,amazon.com,18.164.95.4,New York City, New York,US
543,amazon.com,108.139.35.180,New York City, New York,US
544,amazon.com,199.232.37.16,New York City, New York,US
545,amazon.com,52.204.13.24,Ashburn, Virginia,US
546,amazon.com,23.44.133.144,Piscataway, New Jersey,US
547,amazon.com,18.238.76.234,South Ozone Park, New York,US
548,amazon.com,52.46.153.141,Ashburn, Virginia,US
549,amazon.com,52.46.128.147,Ashburn, Virginia,US
550,amazon.com,23.44.133.153,Piscataway, New Jersey,US
551,amazon.com,18.238.45.222,South Ozone Park, New York,US
552,amazon.com,23.44.133.153,Piscataway, New Jersey,US
553,amazon.com,108.138.110.85,New York City, New York,US
554,amazon.com,23.44.133.153,Piscataway, New Jersey,US
555,amazon.com,18.238.45.222,South Ozone Park, New York,US
556,amazon.com,108.139.35.180,New York City, New York,US
557,amazon.com,108.139.54.203,New York City, New York,US
558,amazon.com,67.220.244.19,Ashburn, Virginia,US
559,amazon.com,23.44.133.153,Piscataway, New Jersey,US
560,amazon.com,108.139.35.180,New York City, New York,US
561,amazon.com,23.44.133.144,Piscataway, New Jersey,US
562,amazon.com,54.239.28.85,Ashburn, Virginia,US
563,amazon.com,199.232.37.16,New York City, New York,US
564,amazon.com,52.7.19.246,Ashburn, Virginia,US
565,amazon.com,18.164.132.134,New York City, New York,US
566,amazon.com,18.238.76.234,South Ozone Park, New York,US
567,amazon.com,18.164.132.134,New York City, New York,US
568,amazon.com,108.138.110.85,New York City, New York,US
569,amazon.com,23.44.133.144,Piscataway, New Jersey,US
570,amazon.com,35.174.72.91,Ashburn, Virginia,US
571,amazon.com,205.251.242.103,Ashburn, Virginia,US
572,amazon.com,108.138.110.85,New York City, New York,US
573,amazon.com,108.138.110.85,New York City, New York,US
574,amazon.com,23.44.133.153,Piscataway, New Jersey,US
575,amazon.com,18.164.95.4,New York City, New York,US
576,amazon.com,23.44.133.153,Piscataway, New Jersey,US
577,amazon.com,23.44.133.153,Piscataway, New Jersey,US
578,amazon.com,50.17.158.10,Ashburn, Virginia,US
579,amazon.com,18.164.95.4,New York City, New York,US
580,amazon.com,199.232.37.16,New York City, New York,US
581,amazon.com,18.164.132.134,New York City, New York,US
582,amazon.com,18.238.45.222,South Ozone Park, New York,US
583,amazon.com,23.44.133.153,Piscataway, New Jersey,US
584,amazon.com,23.44.133.144,Piscataway, New Jersey,US
585,amazon.com,108.139.35.180,New York City, New York,US
586,amazon.com,23.44.133.153,Piscataway, New Jersey,US
587,amazon.com,23.44.133.144,Piscataway, New Jersey,US
588,amazon.com,23.44.133.144,Piscataway, New Jersey,US
589,amazon.com,108.139.35.180,New York City, New York,US
590,amazon.com,23.44.133.153,Piscataway, New Jersey,US
591,amazon.com,18.238.45.222,South Ozone Park, New York,US
592,amazon.com,108.138.110.85,New York City, New York,US
593,amazon.com,23.44.133.144,Piscataway, New Jersey,US
594,amazon.com,23.44.133.144,Piscataway, New Jersey,US
595,amazon.com,52.6.98.164,Ashburn, Virginia,US
596,amazon.com,44.198.28.216,Ashburn, Virginia,US
597,amazon.com,23.44.133.144,Piscataway, New Jersey,US
598,amazon.com,199.232.37.16,New York City, New York,US
599,amazon.com,108.139.54.203,New York City, New York,US
600,amazon.com,23.44.133.144,Piscataway, New Jersey,US
601,amazon.com,199.232.37.16,New York City, New York,US
602,amazon.com,3.217.122.44,Ashburn, Virginia,US
603,amazon.com,108.138.110.85,New York City, New York,US
604,amazon.com,18.238.45.222,South Ozone Park, New York,US
605,amazon.com,23.44.133.153,Piscataway, New Jersey,US
606,amazon.com,23.44.133.144,Piscataway, New Jersey,US
607,amazon.com,108.138.110.85,New York City, New York,US
608,amazon.com,23.44.133.153,Piscataway, New Jersey,US
609,amazon.com,23.44.133.153,Piscataway, New Jersey,US
610,amazon.com,108.138.110.85,New York City, New York,US
611,amazon.com,199.232.37.16,New York City, New York,US
612,amazon.com,52.6.98.164,Ashburn, Virginia,US
613,amazon.com,18.164.132.134,New York City, New York,US
614,amazon.com,108.138.110.85,New York City, New York,US
615,amazon.com,23.44.133.144,Piscataway, New Jersey,US
616,amazon.com,23.44.133.144,Piscataway, New Jersey,US
617,amazon.com,108.138.110.85,New York City, New York,US
618,amazon.com,18.238.76.234,South Ozone Park, New York,US
619,amazon.com,108.139.54.203,New York City, New York,US
620,amazon.com,23.44.133.153,Piscataway, New Jersey,US
621,amazon.com,18.164.95.4,New York City, New York,US
622,amazon.com,23.44.133.144,Piscataway, New Jersey,US
623,amazon.com,52.44.19.206,Ashburn, Virginia,US
624,amazon.com,18.238.45.222,South Ozone Park, New York,US
625,amazon.com,18.238.45.222,South Ozone Park, New York,US
626,amazon.com,44.216.125.204,Ashburn, Virginia,US
627,amazon.com,199.232.37.16,New York City, New York,US
628,amazon.com,108.139.54.203,New York City, New York,US
629,amazon.com,18.164.95.4,New York City, New York,US
630,amazon.com,107.21.31.137,Ashburn, Virginia,US
631,amazon.com,23.44.133.153,Piscataway, New Jersey,US
632,amazon.com,18.164.95.4,New York City, New York,US
633,amazon.com,23.44.133.144,Piscataway, New Jersey,US
634,amazon.com,18.238.45.222,South Ozone Park, New York,US
635,amazon.com,18.238.45.222,South Ozone Park, New York,US
636,amazon.com,23.44.133.153,Piscataway, New Jersey,US
637,amazon.com,23.44.133.153,Piscataway, New Jersey,US
638,amazon.com,44.215.128.147,Ashburn, Virginia,US
639,amazon.com,108.139.35.180,New York City, New York,US
640,amazon.com,108.139.54.203,New York City, New York,US
641,amazon.com,18.164.95.4,New York City, New York,US
642,amazon.com,23.44.133.144,Piscataway, New Jersey,US
643,amazon.com,23.44.133.153,Piscataway, New Jersey,US
644,amazon.com,23.44.133.153,Piscataway, New Jersey,US
645,amazon.com,108.138.110.85,New York City, New York,US
646,amazon.com,18.164.95.4,New York City, New York,US
647,amazon.com,108.139.54.203,New York City, New York,US
648,amazon.com,108.138.120.237,New York City, New York,US
649,amazon.com,23.44.133.144,Piscataway, New Jersey,US
650,amazon.com,18.164.132.134,New York City, New York,US
651,amazon.com,18.238.45.222,South Ozone Park, New York,US
652,amazon.com,18.238.76.234,South Ozone Park, New York,US
653,amazon.com,108.138.110.85,New York City, New York,US
654,amazon.com,18.238.45.222,South Ozone Park, New York,US
655,amazon.com,52.46.155.114,Ashburn, Virginia,US
656,amazon.com,3.216.237.220,Ashburn, Virginia,US
657,amazon.com,108.139.54.203,New York City, New York,US
658,amazon.com,23.44.133.153,Piscataway, New Jersey,US
659,instagram.com,31.13.71.52,Secaucus, New Jersey,US
660,instagram.com,31.13.71.174,Secaucus, New Jersey,US
661,instagram.com,31.13.71.174,Secaucus, New Jersey,US
662,instagram.com,31.13.71.174,Secaucus, New Jersey,US
663,instagram.com,31.13.71.174,Secaucus, New Jersey,US
664,instagram.com,31.13.71.174,Secaucus, New Jersey,US
665,instagram.com,31.13.71.52,Secaucus, New Jersey,US
666,instagram.com,31.13.71.52,Secaucus, New Jersey,US
667,instagram.com,31.13.71.52,Secaucus, New Jersey,US
668,instagram.com,31.13.71.52,Secaucus, New Jersey,US
669,instagram.com,31.13.71.36,Secaucus, New Jersey,US
670,instagram.com,31.13.71.174,Secaucus, New Jersey,US
671,instagram.com,31.13.71.52,Secaucus, New Jersey,US
672,instagram.com,31.13.71.174,Secaucus, New Jersey,US
673,instagram.com,31.13.71.174,Secaucus, New Jersey,US
674,instagram.com,31.13.71.52,Secaucus, New Jersey,US
675,instagram.com,31.13.71.52,Secaucus, New Jersey,US
676,instagram.com,31.13.71.52,Secaucus, New Jersey,US
677,instagram.com,31.13.71.52,Secaucus, New Jersey,US
678,instagram.com,31.13.71.52,Secaucus, New Jersey,US
679,instagram.com,31.13.71.52,Secaucus, New Jersey,US
680,instagram.com,31.13.71.174,Secaucus, New Jersey,US
681,instagram.com,31.13.71.174,Secaucus, New Jersey,US
682,instagram.com,31.13.71.52,Secaucus, New Jersey,US
683,instagram.com,31.13.71.174,Secaucus, New Jersey,US
684,instagram.com,31.13.71.52,Secaucus, New Jersey,US
685,instagram.com,31.13.71.52,Secaucus, New Jersey,US
686,instagram.com,31.13.71.174,Secaucus, New Jersey,US
687,instagram.com,31.13.71.52,Secaucus, New Jersey,US
688,instagram.com,31.13.71.52,Secaucus, New Jersey,US
689,instagram.com,31.13.71.52,Secaucus, New Jersey,US
690,instagram.com,31.13.71.52,Secaucus, New Jersey,US
691,instagram.com,31.13.71.52,Secaucus, New Jersey,US
692,instagram.com,31.13.71.52,Secaucus, New Jersey,US
693,instagram.com,31.13.71.174,Secaucus, New Jersey,US
694,instagram.com,31.13.71.174,Secaucus, New Jersey,US
695,instagram.com,31.13.71.52,Secaucus, New Jersey,US
696,instagram.com,31.13.71.52,Secaucus, New Jersey,US
697,instagram.com,31.13.71.52,Secaucus, New Jersey,US
698,instagram.com,31.13.71.52,Secaucus, New Jersey,US
699,instagram.com,31.13.71.174,Secaucus, New Jersey,US
700,instagram.com,31.13.71.174,Secaucus, New Jersey,US
701,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
702,buff.163.com,47.246.23.231,San Jose, California,US
703,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
704,buff.163.com,47.246.23.237,San Jose, California,US
705,buff.163.com,128.1.157.229,Tokyo, Tokyo,JP
706,buff.163.com,52.10.244.182,Boardman, Oregon,US
707,buff.163.com,44.239.175.199,Boardman, Oregon,US
708,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
709,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
710,buff.163.com,52.10.244.182,Boardman, Oregon,US
711,buff.163.com,52.10.244.182,Boardman, Oregon,US
712,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
713,buff.163.com,44.239.175.199,Boardman, Oregon,US
714,buff.163.com,47.246.23.235,San Jose, California,US
715,buff.163.com,47.246.23.237,San Jose, California,US
716,buff.163.com,52.10.244.182,Boardman, Oregon,US
717,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
718,buff.163.com,52.10.244.182,Boardman, Oregon,US
719,buff.163.com,47.246.23.231,San Jose, California,US
720,buff.163.com,47.246.23.238,San Jose, California,US
721,buff.163.com,44.239.175.199,Boardman, Oregon,US
722,buff.163.com,47.246.23.231,San Jose, California,US
723,buff.163.com,44.239.175.199,Boardman, Oregon,US
724,buff.163.com,44.239.175.199,Boardman, Oregon,US
725,buff.163.com,44.239.175.199,Boardman, Oregon,US
726,buff.163.com,52.10.244.182,Boardman, Oregon,US
727,buff.163.com,47.246.23.233,San Jose, California,US
728,buff.163.com,44.239.175.199,Boardman, Oregon,US
729,buff.163.com,47.246.23.234,San Jose, California,US
730,buff.163.com,52.10.244.182,Boardman, Oregon,US
731,buff.163.com,44.239.175.199,Boardman, Oregon,US
732,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
733,buff.163.com,47.246.23.238,San Jose, California,US
734,buff.163.com,52.10.244.182,Boardman, Oregon,US
735,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
736,buff.163.com,44.239.175.199,Boardman, Oregon,US
737,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
738,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
739,buff.163.com,52.10.244.182,Boardman, Oregon,US
740,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
741,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
742,buff.163.com,45.253.118.213,Shaoxing, Zhejiang,CN
743,buff.163.com,44.239.175.199,Boardman, Oregon,US
744,buff.163.com,44.239.175.199,Boardman, Oregon,US
745,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
746,buff.163.com,44.239.175.199,Boardman, Oregon,US
747,buff.163.com,44.239.175.199,Boardman, Oregon,US
748,buff.163.com,44.239.175.199,Boardman, Oregon,US
749,buff.163.com,47.246.23.238,San Jose, California,US
750,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
751,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
752,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
753,buff.163.com,52.10.244.182,Boardman, Oregon,US
754,buff.163.com,44.239.175.199,Boardman, Oregon,US
755,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
756,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
757,buff.163.com,47.246.23.232,San Jose, California,US
758,buff.163.com,23.205.20.151,Piscataway, New Jersey,US
759,buff.163.com,44.239.175.199,Boardman, Oregon,US
760,buff.163.com,52.10.244.182,Boardman, Oregon,US
761,colgate.edu,149.43.129.1,Hamilton, New York,US
762,colgate.edu,149.43.129.2,Hamilton, New York,US
763,colgate.edu,149.43.129.4,Hamilton, New York,US
764,colgate.edu,149.43.129.2,Hamilton, New York,US
765,colgate.edu,149.43.129.1,Hamilton, New York,US
766,colgate.edu,10.250.4.198,Unknown, Unknown,Unknown
767,colgate.edu,149.43.129.4,Hamilton, New York,US
768,colgate.edu,10.250.4.198,Unknown, Unknown,Unknown
769,colgate.edu,162.247.243.39,San Francisco, California,US
770,colgate.edu,13.226.34.4,Newark, New Jersey,US
771,colgate.edu,149.43.129.3,Hamilton, New York,US
772,colgate.edu,149.43.129.3,Hamilton, New York,US
773,colgate.edu,162.247.243.39,San Francisco, California,US
774,colgate.edu,10.250.4.198,Unknown, Unknown,Unknown
775,colgate.edu,149.43.129.2,Hamilton, New York,US
776,colgate.edu,149.43.129.4,Hamilton, New York,US
777,colgate.edu,31.13.71.7,Secaucus, New Jersey,US
778,colgate.edu,149.43.129.2,Hamilton, New York,US
779,colgate.edu,10.250.4.198,Unknown, Unknown,Unknown
780,colgate.edu,149.43.129.3,Hamilton, New York,US
781,colgate.edu,149.43.129.4,Hamilton, New York,US
782,colgate.edu,149.43.129.3,Hamilton, New York,US
783,colgate.edu,149.43.129.1,Hamilton, New York,US
784,colgate.edu,149.43.129.4,Hamilton, New York,US
785,colgate.edu,10.250.4.198,Unknown, Unknown,Unknown
786,colgate.edu,149.43.129.3,Hamilton, New York,US
787,colgate.edu,149.43.129.4,Hamilton, New York,US
788,colgate.edu,10.250.4.198,Unknown, Unknown,Unknown
789,colgate.edu,10.250.4.198,Unknown, Unknown,Unknown
790,colgate.edu,149.43.129.3,Hamilton, New York,US
791,colgate.edu,149.43.129.4,Hamilton, New York,US
792,colgate.edu,149.43.129.4,Hamilton, New York,US
793,colgate.edu,149.43.129.4,Hamilton, New York,US
794,colgate.edu,149.43.129.4,Hamilton, New York,US
795,colgate.edu,149.43.129.1,Hamilton, New York,US
796,colgate.edu,149.43.129.3,Hamilton, New York,US
797,colgate.edu,149.43.129.4,Hamilton, New York,US
798,colgate.edu,149.43.129.3,Hamilton, New York,US
799,colgate.edu,149.43.129.1,Hamilton, New York,US
800,colgate.edu,149.43.129.4,Hamilton, New York,US
801,colgate.edu,149.43.129.1,Hamilton, New York,US
802,colgate.edu,149.43.129.4,Hamilton, New York,US
803,colgate.edu,142.251.40.200,New York City, New York,US
804,colgate.edu,149.43.129.2,Hamilton, New York,US
805,colgate.edu,149.43.129.2,Hamilton, New York,US
806,colgate.edu,149.43.129.4,Hamilton, New York,US
807,colgate.edu,149.43.129.2,Hamilton, New York,US
808,colgate.edu,149.43.129.2,Hamilton, New York,US
809,colgate.edu,149.43.129.1,Hamilton, New York,US
810,colgate.edu,149.43.129.3,Hamilton, New York,US
811,colgate.edu,149.43.129.1,Hamilton, New York,US
812,colgate.edu,149.43.129.3,Hamilton, New York,US
813,colgate.edu,10.250.4.198,Unknown, Unknown,Unknown
814,colgate.edu,10.250.4.198,Unknown, Unknown,Unknown
815,colgate.edu,13.107.246.35,Redmond, Washington,US
816,colgate.edu,149.43.129.2,Hamilton, New York,US
817,colgate.edu,149.43.129.3,Hamilton, New York,US
818,colgate.edu,10.250.4.198,Unknown, Unknown,Unknown
819,colgate.edu,149.43.129.4,Hamilton, New York,US
820,colgate.edu,149.43.129.2,Hamilton, New York,US
821,colgate.edu,31.13.71.7,Secaucus, New Jersey,US
822,colgate.edu,13.107.213.35,Redmond, Washington,US
823,colgate.edu,149.43.129.2,Hamilton, New York,US
824,colgate.edu,149.43.129.4,Hamilton, New York,US
825,colgate.edu,149.43.129.4,Hamilton, New York,US
826,colgate.edu,149.43.129.1,Hamilton, New York,US
827,colgate.edu,10.250.4.198,Unknown, Unknown,Unknown
828,colgate.edu,149.43.129.1,Hamilton, New York,US
829,colgate.edu,149.43.129.3,Hamilton, New York,US
830,colgate.edu,149.43.129.2,Hamilton, New York,US
831,gradescope.com,18.238.49.67,South Ozone Park, New York,US
832,gradescope.com,52.92.249.185,Boardman, Oregon,US
833,gradescope.com,18.238.49.35,South Ozone Park, New York,US
834,gradescope.com,18.238.49.17,South Ozone Park, New York,US
835,gradescope.com,18.238.49.109,South Ozone Park, New York,US
836,gradescope.com,18.238.49.17,South Ozone Park, New York,US
837,gradescope.com,18.238.49.51,South Ozone Park, New York,US
838,gradescope.com,18.238.49.67,South Ozone Park, New York,US
839,gradescope.com,18.238.49.35,South Ozone Park, New York,US
840,gradescope.com,18.238.49.7,South Ozone Park, New York,US
841,gradescope.com,18.238.49.35,South Ozone Park, New York,US
842,gradescope.com,18.238.49.17,South Ozone Park, New York,US
843,gradescope.com,18.238.49.35,South Ozone Park, New York,US
844,gradescope.com,18.238.49.7,South Ozone Park, New York,US
845,gradescope.com,18.238.49.67,South Ozone Park, New York,US
846,gradescope.com,18.238.49.35,South Ozone Park, New York,US
847,gradescope.com,18.238.49.35,South Ozone Park, New York,US
848,gradescope.com,18.238.49.7,South Ozone Park, New York,US
849,gradescope.com,18.238.49.67,South Ozone Park, New York,US
850,gradescope.com,13.35.93.68,South Ozone Park, New York,US
851,gradescope.com,18.238.49.7,South Ozone Park, New York,US
852,gradescope.com,18.238.49.35,South Ozone Park, New York,US
853,gradescope.com,18.238.49.67,South Ozone Park, New York,US
854,gradescope.com,18.238.49.35,South Ozone Park, New York,US
855,gradescope.com,18.238.49.35,South Ozone Park, New York,US
856,gradescope.com,18.238.49.7,South Ozone Park, New York,US
857,gradescope.com,52.92.163.89,Boardman, Oregon,US
858,gradescope.com,54.214.141.92,Boardman, Oregon,US
859,gradescope.com,35.190.88.7,Kansas City, Missouri,US
860,gradescope.com,18.238.49.17,South Ozone Park, New York,US
861,gradescope.com,18.238.49.7,South Ozone Park, New York,US
862,gradescope.com,52.92.208.41,Boardman, Oregon,US
863,gradescope.com,18.238.49.17,South Ozone Park, New York,US
864,gradescope.com,18.238.49.35,South Ozone Park, New York,US
865,gradescope.com,18.238.49.67,South Ozone Park, New York,US
866,gradescope.com,18.238.49.17,South Ozone Park, New York,US
867,gradescope.com,18.238.49.67,South Ozone Park, New York,US
868,gradescope.com,18.238.49.67,South Ozone Park, New York,US
869,gradescope.com,35.190.35.221,Kansas City, Missouri,US
870,gradescope.com,18.238.49.17,South Ozone Park, New York,US
871,gradescope.com,18.238.49.7,South Ozone Park, New York,US
872,gradescope.com,18.238.49.7,South Ozone Park, New York,US
873,gradescope.com,18.238.49.17,South Ozone Park, New York,US
874,gradescope.com,18.238.49.67,South Ozone Park, New York,US
875,gradescope.com,18.238.49.116,South Ozone Park, New York,US
876,gradescope.com,52.92.152.185,Boardman, Oregon,US
877,gradescope.com,52.92.154.217,Boardman, Oregon,US
878,gradescope.com,44.233.22.27,Boardman, Oregon,US
879,gradescope.com,18.238.49.7,South Ozone Park, New York,US
880,gradescope.com,18.238.49.17,South Ozone Park, New York,US
881,gradescope.com,52.92.206.41,Boardman, Oregon,US
882,gradescope.com,18.238.49.17,South Ozone Park, New York,US
883,gradescope.com,142.251.40.200,New York City, New York,US
884,gradescope.com,18.238.49.17,South Ozone Park, New York,US
885,gradescope.com,52.92.160.185,Boardman, Oregon,US
886,gradescope.com,142.250.80.36,New York City, New York,US
887,gradescope.com,52.218.181.59,Boardman, Oregon,US
888,gradescope.com,18.238.49.35,South Ozone Park, New York,US
889,gradescope.com,13.35.93.95,South Ozone Park, New York,US
890,gradescope.com,18.238.49.67,South Ozone Park, New York,US
891,gradescope.com,18.238.49.7,South Ozone Park, New York,US
892,gradescope.com,18.238.49.17,South Ozone Park, New York,US
893,gradescope.com,18.238.49.17,South Ozone Park, New York,US
894,gradescope.com,52.92.191.177,Boardman, Oregon,US
895,gradescope.com,18.238.49.7,South Ozone Park, New York,US
896,gradescope.com,13.35.93.68,South Ozone Park, New York,US
897,gradescope.com,18.238.49.67,South Ozone Park, New York,US
898,gradescope.com,18.238.49.7,South Ozone Park, New York,US
899,gradescope.com,18.238.49.67,South Ozone Park, New York,US
900,gradescope.com,18.238.49.67,South Ozone Park, New York,US
901,gradescope.com,18.238.49.7,South Ozone Park, New York,US
902,gradescope.com,18.238.49.17,South Ozone Park, New York,US
903,gradescope.com,18.238.49.17,South Ozone Park, New York,US
904,gradescope.com,18.238.49.67,South Ozone Park, New York,US
905,gradescope.com,52.92.251.17,Boardman, Oregon,US
906,gradescope.com,18.238.49.7,South Ozone Park, New York,US
907,gradescope.com,18.238.49.67,South Ozone Park, New York,US
908,gradescope.com,18.238.49.7,South Ozone Park, New York,US
909,gradescope.com,18.238.49.67,South Ozone Park, New York,US
910,gradescope.com,18.238.49.17,South Ozone Park, New York,US
911,gradescope.com,18.238.49.35,South Ozone Park, New York,US
912,chat.openai.com,104.18.37.228,San Francisco, California,US
913,chat.openai.com,172.64.150.28,San Francisco, California,US
914,chat.openai.com,172.64.150.28,San Francisco, California,US
915,chat.openai.com,104.18.37.228,San Francisco, California,US
916,chat.openai.com,104.18.37.228,San Francisco, California,US
917,chat.openai.com,172.64.150.28,San Francisco, California,US
918,chat.openai.com,104.18.32.115,San Francisco, California,US
919,chat.openai.com,104.18.37.228,San Francisco, California,US
920,chat.openai.com,172.64.150.28,San Francisco, California,US
921,chat.openai.com,172.64.155.141,San Francisco, California,US
922,chat.openai.com,172.64.155.141,San Francisco, California,US
923,chat.openai.com,104.18.41.158,San Francisco, California,US
924,chat.openai.com,172.64.150.28,San Francisco, California,US
925,chat.openai.com,172.64.146.98,San Francisco, California,US
926,chat.openai.com,13.226.34.3,Newark, New Jersey,US
927,chat.openai.com,172.64.146.98,San Francisco, California,US
928,chat.openai.com,104.18.41.158,San Francisco, California,US
929,chat.openai.com,172.64.146.98,San Francisco, California,US
930,chat.openai.com,104.18.37.228,San Francisco, California,US
931,chat.openai.com,104.18.41.158,San Francisco, California,US
932,chat.openai.com,172.64.146.98,San Francisco, California,US
933,chat.openai.com,172.64.155.141,San Francisco, California,US
934,chat.openai.com,104.18.41.158,San Francisco, California,US
935,chat.openai.com,104.18.37.228,San Francisco, California,US
936,chat.openai.com,172.64.150.28,San Francisco, California,US
937,chat.openai.com,172.64.155.141,San Francisco, California,US
938,chat.openai.com,104.18.32.115,San Francisco, California,US
939,chat.openai.com,104.18.37.228,San Francisco, California,US
940,chat.openai.com,172.64.146.98,San Francisco, California,US
941,chat.openai.com,172.64.146.98,San Francisco, California,US
942,chat.openai.com,172.64.155.141,San Francisco, California,US
943,chat.openai.com,172.64.155.141,San Francisco, California,US
944,chat.openai.com,104.18.37.228,San Francisco, California,US
945,chat.openai.com,172.64.150.28,San Francisco, California,US
946,chat.openai.com,172.64.146.98,San Francisco, California,US
947,chat.openai.com,172.64.146.98,San Francisco, California,US
948,chat.openai.com,172.64.146.98,San Francisco, California,US
949,chat.openai.com,108.139.47.21,New York City, New York,US
950,chat.openai.com,104.18.41.158,San Francisco, California,US
951,chat.openai.com,104.18.37.228,San Francisco, California,US
952,chat.openai.com,172.64.146.98,San Francisco, California,US
953,chat.openai.com,108.139.47.21,New York City, New York,US
954,chat.openai.com,172.64.146.98,San Francisco, California,US
955,drive.google.com,142.250.80.46,New York City, New York,US
956,drive.google.com,142.250.80.46,New York City, New York,US
957,drive.google.com,142.250.64.78,New York City, New York,US
958,drive.google.com,142.251.40.193,New York City, New York,US
959,drive.google.com,142.251.32.99,New York City, New York,US
960,drive.google.com,142.250.80.46,New York City, New York,US
961,drive.google.com,142.250.80.46,New York City, New York,US
962,drive.google.com,142.250.80.46,New York City, New York,US
963,drive.google.com,142.250.81.227,New York City, New York,US
964,drive.google.com,142.250.80.46,New York City, New York,US
965,drive.google.com,142.250.176.202,New York City, New York,US
966,drive.google.com,142.250.80.46,New York City, New York,US
967,drive.google.com,142.251.16.84,Reston, Virginia,US
968,drive.google.com,142.250.80.46,New York City, New York,US
969,drive.google.com,142.250.80.42,New York City, New York,US
970,drive.google.com,142.250.64.78,New York City, New York,US
971,drive.google.com,142.250.80.46,New York City, New York,US
972,drive.google.com,142.250.80.46,New York City, New York,US
973,drive.google.com,142.251.40.238,New York City, New York,US
974,drive.google.com,172.217.165.142,Newark, New Jersey,US
975,drive.google.com,142.250.80.46,New York City, New York,US
976,drive.google.com,142.251.40.238,New York City, New York,US
977,drive.google.com,142.250.80.46,New York City, New York,US
978,drive.google.com,142.250.80.46,New York City, New York,US
979,drive.google.com,142.250.80.67,New York City, New York,US
980,drive.google.com,142.250.80.46,New York City, New York,US
981,drive.google.com,142.250.80.46,New York City, New York,US
982,drive.google.com,142.250.80.46,New York City, New York,US
983,drive.google.com,142.250.80.46,New York City, New York,US
984,drive.google.com,142.251.32.99,New York City, New York,US
985,drive.google.com,142.250.80.46,New York City, New York,US
986,drive.google.com,142.251.32.99,New York City, New York,US
987,drive.google.com,142.250.80.46,New York City, New York,US
988,drive.google.com,142.251.41.10,New York City, New York,US
