Domain: dineoncampus.com.txt, IP: 104.26.8.15, Location: Unknown, Unknown, Unknown
Domain: gmail.com.txt, IP: 199.109.114.18, Location: Unknown, Unknown, Unknown
Domain: gmail.com.txt, IP: 142.251.65.92, Location: Unknown, Unknown, Unknown
Domain: gmail.com.txt, IP: 108.170.236.89, Location: Unknown, Unknown, Unknown
Domain: gmail.com.txt, IP: 142.251.40.229, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 69.16.230.226, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 149.43.80.3, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 154.24.3.165, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 154.54.87.237, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 154.54.90.101, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 154.54.40.110, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 154.54.30.66, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 38.88.214.15, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 209.59.157.16, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 209.59.157.243, Location: Unknown, Unknown, Unknown
Domain: buff163.com.txt, IP: 69.16.230.226, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 104.244.42.1, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 149.43.80.2, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 38.140.35.201, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 154.54.84.213, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 154.54.0.142, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 63.223.40.2, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 63.223.40.2, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 63.218.94.250, Location: Unknown, Unknown, Unknown
Domain: x.com.txt, IP: 104.244.42.1, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 104.18.39.102, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 149.43.80.2, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 199.109.109.57, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 199.109.107.198, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 199.109.107.70, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 198.32.160.195, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 162.158.156.3, Location: Unknown, Unknown, Unknown
Domain: www.notion.so.txt, IP: 104.18.39.102, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 142.250.64.78, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 149.43.80.2, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 199.109.109.57, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 199.109.107.198, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 199.109.107.70, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 72.14.202.166, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 142.251.60.226, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 192.178.107.52, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 209.85.254.129, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 216.239.62.194, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 192.178.106.157, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 142.250.46.195, Location: Unknown, Unknown, Unknown
Domain: google.com.txt, IP: 142.250.64.78, Location: Unknown, Unknown, Unknown
Domain: portal.colgate.edu.txt, IP: 149.43.134.29, Location: Unknown, Unknown, Unknown
Domain: portal.colgate.edu.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: portal.colgate.edu.txt, IP: 149.43.80.3, Location: Unknown, Unknown, Unknown
Domain: portal.colgate.edu.txt, IP: 10.9.52.20, Location: Unknown, Unknown, Unknown
Domain: portal.colgate.edu.txt, IP: 10.9.53.103, Location: Unknown, Unknown, Unknown
Domain: portal.colgate.edu.txt, IP: 149.43.134.29, Location: Unknown, Unknown, Unknown
Domain: di.se.txt, IP: 34.117.105.189, Location: Unknown, Unknown, Unknown
Domain: di.se.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: di.se.txt, IP: 149.43.80.2, Location: Unknown, Unknown, Unknown
Domain: di.se.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: di.se.txt, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Domain: di.se.txt, IP: 199.109.108.41, Location: Unknown, Unknown, Unknown
Domain: di.se.txt, IP: 199.109.107.101, Location: Unknown, Unknown, Unknown
Domain: di.se.txt, IP: 199.109.107.202, Location: Unknown, Unknown, Unknown
Domain: di.se.txt, IP: 199.109.114.18, Location: Unknown, Unknown, Unknown
Domain: di.se.txt, IP: 142.250.63.91, Location: Unknown, Unknown, Unknown
Domain: di.se.txt, IP: 142.250.224.245, Location: Unknown, Unknown, Unknown
Domain: di.se.txt, IP: 189.105.117.34, Location: Unknown, Unknown, Unknown
Domain: open.spotify.com.txt, IP: 23.44.133.185, Location: Unknown, Unknown, Unknown
Domain: open.spotify.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: open.spotify.com.txt, IP: 149.43.80.2, Location: Unknown, Unknown, Unknown
Domain: open.spotify.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: open.spotify.com.txt, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Domain: open.spotify.com.txt, IP: 199.109.108.41, Location: Unknown, Unknown, Unknown
Domain: open.spotify.com.txt, IP: 199.109.107.101, Location: Unknown, Unknown, Unknown
Domain: open.spotify.com.txt, IP: 199.109.107.202, Location: Unknown, Unknown, Unknown
Domain: open.spotify.com.txt, IP: 206.82.104.62, Location: Unknown, Unknown, Unknown
Domain: github.com.txt, IP: 140.82.113.4, Location: Unknown, Unknown, Unknown
Domain: github.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: github.com.txt, IP: 149.43.80.2, Location: Unknown, Unknown, Unknown
Domain: github.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: github.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: github.com.txt, IP: 199.109.109.57, Location: Unknown, Unknown, Unknown
Domain: github.com.txt, IP: 199.109.107.198, Location: Unknown, Unknown, Unknown
Domain: github.com.txt, IP: 199.109.107.206, Location: Unknown, Unknown, Unknown
Domain: github.com.txt, IP: 199.109.107.201, Location: Unknown, Unknown, Unknown
Domain: github.com.txt, IP: 199.109.107.186, Location: Unknown, Unknown, Unknown
Domain: github.com.txt, IP: 199.109.107.182, Location: Unknown, Unknown, Unknown
Domain: github.com.txt, IP: 206.126.237.205, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 142.250.81.238, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 149.43.80.2, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 199.109.109.57, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 199.109.107.198, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 199.109.107.70, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 72.14.202.166, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 216.239.43.62, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 142.251.60.235, Location: Unknown, Unknown, Unknown
Domain: youtube.com.txt, IP: 142.250.81.238, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 54.239.28.85, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 149.43.80.2, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 172.16.1.11, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 199.109.108.41, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 199.109.107.101, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 199.109.107.202, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 206.82.104.99, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 52.93.51.33, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 52.93.1.185, Location: Unknown, Unknown, Unknown
Domain: amazon.com.txt, IP: 52.93.1.40, Location: Unknown, Unknown, Unknown
Domain: linkedin.com.txt, IP: 13.107.42.14, Location: Unknown, Unknown, Unknown
Domain: linkedin.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: linkedin.com.txt, IP: 149.43.80.3, Location: Unknown, Unknown, Unknown
Domain: linkedin.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: linkedin.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: linkedin.com.txt, IP: 199.109.109.57, Location: Unknown, Unknown, Unknown
Domain: linkedin.com.txt, IP: 199.109.107.198, Location: Unknown, Unknown, Unknown
Domain: linkedin.com.txt, IP: 199.109.107.70, Location: Unknown, Unknown, Unknown
Domain: linkedin.com.txt, IP: 104.44.14.141, Location: Unknown, Unknown, Unknown
Domain: drive.google.com.txt, IP: 142.251.40.174, Location: Unknown, Unknown, Unknown
Domain: drive.google.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: drive.google.com.txt, IP: 149.43.80.2, Location: Unknown, Unknown, Unknown
Domain: drive.google.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: drive.google.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: drive.google.com.txt, IP: 199.109.109.57, Location: Unknown, Unknown, Unknown
Domain: drive.google.com.txt, IP: 199.109.107.198, Location: Unknown, Unknown, Unknown
Domain: drive.google.com.txt, IP: 199.109.107.70, Location: Unknown, Unknown, Unknown
Domain: drive.google.com.txt, IP: 72.14.202.166, Location: Unknown, Unknown, Unknown
Domain: drive.google.com.txt, IP: 216.239.43.154, Location: Unknown, Unknown, Unknown
Domain: drive.google.com.txt, IP: 209.85.253.143, Location: Unknown, Unknown, Unknown
Domain: drive.google.com.txt, IP: 142.251.40.174, Location: Unknown, Unknown, Unknown
Domain: colgate.edu.txt, IP: 149.43.129.1, Location: Unknown, Unknown, Unknown
Domain: colgate.edu.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: colgate.edu.txt, IP: 149.43.80.3, Location: Unknown, Unknown, Unknown
Domain: colgate.edu.txt, IP: 10.9.52.20, Location: Unknown, Unknown, Unknown
Domain: colgate.edu.txt, IP: 10.9.53.203, Location: Unknown, Unknown, Unknown
Domain: instagram.com.txt, IP: 31.13.71.174, Location: Unknown, Unknown, Unknown
Domain: instagram.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: instagram.com.txt, IP: 149.43.80.3, Location: Unknown, Unknown, Unknown
Domain: instagram.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: instagram.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: instagram.com.txt, IP: 199.109.109.57, Location: Unknown, Unknown, Unknown
Domain: instagram.com.txt, IP: 199.109.107.198, Location: Unknown, Unknown, Unknown
Domain: instagram.com.txt, IP: 199.109.107.70, Location: Unknown, Unknown, Unknown
Domain: instagram.com.txt, IP: 157.240.69.222, Location: Unknown, Unknown, Unknown
Domain: instagram.com.txt, IP: 157.240.103.116, Location: Unknown, Unknown, Unknown
Domain: instagram.com.txt, IP: 129.134.62.112, Location: Unknown, Unknown, Unknown
Domain: instagram.com.txt, IP: 129.134.89.139, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 104.18.37.228, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 149.43.80.3, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 199.109.109.57, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 199.109.107.198, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 199.109.107.70, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 198.32.160.195, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 199.27.132.36, Location: Unknown, Unknown, Unknown
Domain: chat.openai.com.txt, IP: 104.18.37.228, Location: Unknown, Unknown, Unknown
Domain: netflix.com.txt, IP: 54.160.93.182, Location: Unknown, Unknown, Unknown
Domain: netflix.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: netflix.com.txt, IP: 149.43.80.3, Location: Unknown, Unknown, Unknown
Domain: netflix.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: netflix.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: netflix.com.txt, IP: 199.109.109.57, Location: Unknown, Unknown, Unknown
Domain: netflix.com.txt, IP: 199.109.107.198, Location: Unknown, Unknown, Unknown
Domain: netflix.com.txt, IP: 199.109.107.70, Location: Unknown, Unknown, Unknown
Domain: netflix.com.txt, IP: 198.32.160.64, Location: Unknown, Unknown, Unknown
Domain: moodle.colgate.edu.txt, IP: 54.89.189.110, Location: Unknown, Unknown, Unknown
Domain: moodle.colgate.edu.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: moodle.colgate.edu.txt, IP: 149.43.80.2, Location: Unknown, Unknown, Unknown
Domain: moodle.colgate.edu.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: moodle.colgate.edu.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: moodle.colgate.edu.txt, IP: 199.109.109.57, Location: Unknown, Unknown, Unknown
Domain: moodle.colgate.edu.txt, IP: 199.109.107.198, Location: Unknown, Unknown, Unknown
Domain: moodle.colgate.edu.txt, IP: 199.109.107.70, Location: Unknown, Unknown, Unknown
Domain: moodle.colgate.edu.txt, IP: 198.32.160.64, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 35.161.191.170, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 172.17.0.1, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 149.43.80.3, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 10.9.52.10, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 172.16.1.12, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 154.24.3.165, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 154.54.87.237, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 154.54.29.173, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 154.54.7.129, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 154.54.44.169, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 154.54.31.89, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 154.54.42.97, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 154.54.44.141, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 154.54.43.14, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 38.88.224.186, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 52.93.47.133, Location: Unknown, Unknown, Unknown
Domain: gradescope.com.txt, IP: 150.222.97.85, Location: Unknown, Unknown, Unknown
